index,word,x_value,y_value
253,qaggaz,-0.323420728018,2.30434303293
254,hghar,-1.11849952415,1.84119922026
255,slicing,-3.24995215709,-2.4309343401
256,wasteland,-0.759204598034,-4.59204864939
257,hoprobin,-1.71673178701,-1.94960877155
258,wriggling,-3.51314949122,-2.35833677103
259,sixteen,0.121384833596,3.64158342311
260,slats,-2.41253280297,-4.87226258432
261,silver,0.717526135385,-6.32674198701
262,saddened,3.92187909737,-0.143794208163
263,scholar,2.69207818792,-1.23020939139
264,vipers,-0.106181268165,-0.256116672847
265,mormonts,-2.02352763659,-0.326647526194
266,clumsy,-2.70422851009,0.664319827085
267,whacking,-1.63114160205,-2.70123200875
268,horton,2.02917332548,0.685887306518
269,grasslands,-1.12404159151,-4.26151339437
270,towered,-1.48929689846,-2.61162294
271,arron,0.374363107732,-3.01062485411
272,jaehaerys,2.42429095719,2.46633930684
273,arrow,-3.75307152605,0.911148327679
274,dayne,1.1751179827,2.27283786198
275,tokar,-1.4289079373,-4.42183236907
276,blushed,-0.433976376511,0.0388498717709
277,unwary,0.596855254493,-3.77238544787
278,preceded,2.62737419293,-3.06931027556
279,whim,4.87715740748,-0.862394461467
280,snakes,-0.183726948785,-5.56030965871
281,woes,6.17249627841,-0.835744550068
282,sandbars,-2.109716171,-5.47321283992
283,garment,0.0227164240009,-5.82530441046
284,spider,5.89343319619,0.514195121591
285,bowls,-2.31155078699,-6.53915153561
286,longclaw,-3.85178034906,0.57119250136
287,allar,6.21470053065,0.716302286215
288,snaked,-2.69543288147,-4.55756581991
289,turnip,-1.60157045197,-1.2501195641
290,fortnight,0.279705375973,3.5225648671
291,knitting,0.182577469657,-1.88941827509
292,novices,3.10853505189,-3.82808007593
293,blinded,-0.19551682723,-2.86554988003
294,whip,-3.28846356031,0.00727051677771
295,borne,3.01955710006,0.414798366312
296,misfortune,3.81906677958,-0.283358046296
297,drove,-4.76864501461,0.0827149142311
298,centaurs,0.682264376386,-3.11022917581
299,smirk,0.537312083643,-0.756693363704
300,freeze,1.0379359928,3.10977524242
301,bearclaw,0.0660981439078,-4.45496985296
302,encourage,5.06970790571,-0.415269417693
303,lommys,3.16403741749,0.217962385602
304,archmaester,1.958865015,0.935803328626
305,unarmored,1.33512163183,-2.4262495286
306,fieldhands,3.17915588447,-4.25471309688
307,tricksy,4.464591701,-1.00239843725
308,nuncles,3.92697517765,-0.817755156832
309,outburst,3.47962555499,-1.17817659423
310,wending,-4.24561714019,-3.6560917814
311,foundation,-1.02558342296,-5.28117052208
312,stamping,-0.830738105871,-2.75633264252
313,clarence,1.08699708515,0.808517899562
314,assured,3.04377863871,3.36489442231
315,amerei,0.414541221413,1.7186523043
316,succession,2.54857920071,0.870822658329
317,threatened,4.42420600103,0.874621615578
318,yesterday,1.87314437715,2.42055317876
319,assures,4.38288419381,-1.17044212649
320,pumpkins,2.04602460047,-2.57974170343
321,elsewhere,2.71417404163,-3.01356325446
322,aggar,1.06454362094,-3.46131745781
323,tinkled,-1.12472869774,-4.32922178168
324,crowned,1.48064869689,-5.8286178883
325,estimate,1.60405677887,-2.00385648593
326,snotnosed,2.13875001876,-1.86564409992
327,tobho,4.60678661387,-1.28987778067
328,enormous,-1.43217079503,-5.59419977786
329,garths,0.887764286816,-0.775677260706
330,exposing,-0.097063003542,-4.59400104338
331,shelves,-3.39137428515,-5.23200971091
332,undergaoler,3.47943057427,-2.88422958911
333,flurry,-1.64636031553,-2.17726493749
334,scruff,-1.75989672621,-1.79013413752
335,shipped,5.51309595933,-1.21029050314
336,disturbed,5.93306665544,1.35941279088
337,knobby,-0.951849749235,-5.98795930097
338,tempting,4.33584390708,0.0943086620778
339,wobbling,-1.76783470909,-4.03890691046
340,potions,0.364415324912,-0.275462794148
341,flitting,-0.157470279901,-2.889496693
342,earthy,-2.20122631407,-5.77579609558
343,crowning,3.66696080392,-2.56385074574
344,ornamental,-0.542637593612,-4.40239394641
345,frenya,-1.75550262049,-3.26797375243
346,disfigured,-0.28934587266,-1.4162846719
347,wheel,-3.45735924706,-1.83428035434
348,channels,0.32874649595,-3.47825964016
349,wash,-2.20350067817,0.93524582399
350,instruct,5.63845925377,2.5159383849
351,millers,3.45752767184,-0.0806801752602
352,nagga,-0.78190174016,-4.55578955431
353,daena,3.57037101573,-1.54281209621
354,specially,3.15173662718,-1.16163161667
355,bitten,-2.97610989809,-0.297466873907
356,caked,-3.0397852162,-4.46820845185
357,greyfeather,1.2786875061,-1.59334247073
358,service,4.08566757905,3.60411485096
359,whorehouse,5.25897842737,-0.636127540928
360,fifty,-0.357485919011,4.0067793008
361,mooton,2.12144694194,1.40182302983
362,stack,-1.32387036157,-2.44736610119
363,needed,3.41519696187,3.44558344384
364,spawn,2.38215042095,-1.7902902146
365,master,6.23159138066,1.17746758966
366,miller,1.06334830148,-0.344527352668
367,legs,-3.82555615462,-0.0762967426996
368,bitter,-1.2613312331,2.36438785823
369,ranging,0.501684037378,1.74855247698
370,rummaged,-1.22691681949,-2.07559629015
371,listen,5.17016673054,2.60882701035
372,rewards,3.40917174037,-2.50412259743
373,collapse,-0.728029462413,-0.87828577976
374,cushions,-3.29733370498,-2.47891533504
375,bacon,-3.47228414093,-6.15170508613
376,frowned,-3.04624906198,2.0429334005
377,cisterns,0.573207323078,-3.48280297142
378,wisdom,5.67874994166,1.6676069287
379,task,5.62184784733,1.47335231187
380,mutilated,2.1814381512,-2.63884759095
381,halfwit,4.43888629743,-1.12715085659
382,evil,5.54150110952,1.49754981553
383,devan,2.44106303456,1.75803650153
384,crawl,-2.43683973421,1.94612406993
385,lunged,-3.1815249272,-0.83247503614
386,coursers,-0.284819188134,-4.25006801745
387,shebear,4.08363897198,-0.193229011785
388,surer,5.05409701618,0.0427054106641
389,peril,5.32487598164,1.85561061082
390,showed,1.41661564726,-5.56290458482
391,elegant,-0.588981592452,-6.45930137594
392,outlaw,5.36873958552,0.771119668201
393,tree,-4.7238356947,-2.55575762137
394,crave,3.00813459205,-0.82569285105
395,idly,-2.1171384364,-0.95888796035
396,nations,1.38166529136,-3.49732002952
397,shower,5.09366035948,-1.17266275134
398,idle,6.1030199354,0.00633583172183
399,exclaimed,1.07791435807,0.608076848263
400,endure,5.27910080527,1.34700569307
401,tion,1.9098709454,1.63553720338
402,feeling,-2.03299624256,1.70194742417
403,ulmers,2.08406197032,-0.530977754214
404,freshchurned,-1.132658003,-6.37857335089
405,groaning,-2.80794497802,-4.08123823158
406,masseys,-0.344043632642,-4.05247889377
407,exploring,-1.0257539413,-1.42326491422
408,shyly,-1.03829150666,0.182972627924
409,wenchs,-1.09830795114,-0.855717440216
410,craven,3.42927944459,2.86199974551
411,headland,-3.56567262758,-4.45082638559
412,dozed,0.98095785936,-0.212252338308
413,thaw,0.414912515213,-2.24037108306
414,constricted,-0.0301859652943,-1.06633141387
415,alive,0.690226796892,3.38767320224
416,dozen,2.6515811278,-5.04568772568
417,affairs,5.72588365056,-0.57237300118
418,forgive,4.88184815758,3.39439756697
419,northmen,2.97943216197,1.75762119779
420,haste,4.67555020618,2.02789299659
421,eagerly,-1.22269742888,0.365803947299
422,metallic,0.133226386396,-4.23756010932
423,unannounced,-0.936116819839,-2.34750337177
424,absorbed,0.789758132534,-1.20227712837
425,defiantly,-0.869210148819,-0.225776463417
426,doors,-4.23576252975,0.901740348248
427,sores,-3.30838274751,-1.65306210881
428,castellan,1.23632671831,2.27839497215
429,shireens,1.88534911594,-0.889033922541
430,even,3.53672344216,1.24878028393
431,horselords,3.80815486212,-3.9299769687
432,howd,3.25394989606,-2.37010964037
433,stirrup,-3.7381230993,-1.29409969668
434,shall,6.30428424387,-1.20333174108
435,thrilled,2.61677022375,0.492556661614
436,duur,-1.83420566516,3.46698064807
437,object,5.41128162323,2.36730395373
438,alleras,-0.370041199782,1.12845361602
439,vexing,3.20792790776,-0.319410359013
440,looming,-4.93802005173,-3.54536020353
441,aegons,-4.19778223321,-3.48954906126
442,thirtyfive,2.55665062207,-3.72868874924
443,mouth,-3.79192950021,0.16352505875
444,reverence,2.04438206893,-1.47333327401
445,conceded,5.54021208915,-0.294902240907
446,eyeless,-0.835216836638,-1.28093804019
447,singer,-0.547694053776,1.99334352995
448,released,-2.72965143306,-0.373652238368
449,grove,-3.58585096997,-4.04145845368
450,crenels,-1.79481325245,-4.53172137537
451,nettle,0.335469019074,-4.77293136868
452,singed,-0.967954384192,-3.39872859691
453,braying,1.20242230914,-0.843006139609
454,mating,0.370896468959,-2.9746398435
455,scream,-3.01096213372,1.03340203534
456,swordswench,3.49230254447,-1.28661628925
457,saying,3.73929559256,2.51669908352
458,bome,3.29156579269,-1.46856125871
459,franklyn,1.34914356812,1.22303317966
460,departing,0.605702326283,1.55988974496
461,reclined,-0.85433095292,-2.9341333
462,pykes,3.21239447355,-3.18051588961
463,meetings,5.67267358627,-0.701673541073
464,advisors,1.76565280172,-1.43163157259
465,padded,-4.27439688769,-0.457882037818
466,fennel,-1.1122248516,-6.43121726512
467,bulwer,0.0387475871568,0.7769255024
468,falsehoods,2.24874502741,-0.715899522535
469,tempted,3.51409377733,1.97637348782
470,cheaply,5.48776884887,-0.24515343741
471,abreast,-0.00269420859485,-4.72118283623
472,hounded,3.36739888948,-3.2000680759
473,lessons,5.14707937913,1.36696459628
474,touches,2.2628024126,-0.119002244361
475,copy,5.42480963946,-1.68908638547
476,clicked,-2.23335284471,-2.20002735826
477,shuffling,-1.78099156192,-3.58024150661
478,cousins,3.28371007851,2.36481396836
479,buxom,0.794885528581,-1.97725915532
480,haze,-3.88885099282,-4.57085316072
481,mens,2.34473998007,-3.32964126808
482,bush,-3.06543986182,-4.5018431288
483,bliss,1.95021668829,-0.438595109543
484,touched,-3.84955709574,0.305960086844
485,rich,2.34035982328,-4.70744734322
486,mend,5.91443840245,-0.366623135904
487,joints,-2.06258404543,-4.51230162884
488,arakh,-3.48981849855,-1.25813453684
489,codfish,1.65002181749,-4.56990858574
490,drying,-0.61531268343,-1.70474506082
491,symond,1.96189450485,0.88609376963
492,plate,-2.76867199458,-1.5947577557
493,ludicrous,2.03598640327,-0.262128005072
494,shavepates,0.210077688831,-0.225154923422
495,stammered,3.90235035987,0.208083853249
496,drinkwater,0.64065568908,2.05329760538
497,terrors,2.72095853044,1.98106958082
498,foremost,2.68005411601,-3.11835024265
499,pocket,-2.40788295192,-2.63994177004
500,rhaegars,1.81888124279,3.25181810893
501,cushion,-3.7976570308,-0.79609618667
502,altogether,4.36861066118,0.0647624205969
503,rugged,-0.86878117015,-5.13501628655
504,aroma,3.47551503555,-1.18268364471
505,halfcovered,-0.191142717355,-4.53027552444
506,relish,5.39405080005,0.197971511728
507,riverrun,0.810888733716,3.44514733858
508,looting,1.24519790749,-3.71708255035
509,spilling,-3.43837128356,-2.28425208322
510,nicely,5.96271767697,0.975334749771
511,blanched,-0.961730188973,-6.39785367395
512,coles,1.076001867,-1.67796059257
513,dipping,0.330542156252,-2.1530533131
514,patch,-3.12958788463,-3.63573714505
515,eyelids,-1.50192687953,-2.90683650811
516,avenged,5.75378926702,-0.630972620833
517,lurched,-4.7013743685,0.536017860187
518,piggy,0.529321195219,1.79463929056
519,flanked,-3.75640246238,-3.60894464743
520,eventually,4.71954634195,-0.920475969107
521,wronged,4.15768846082,-0.638103900096
522,hasten,3.8817721158,-1.59926863035
523,boarded,3.40599005098,-3.30814913306
524,wearisome,4.88322777179,-0.852874564656
525,respond,4.88011068946,1.29674457135
526,blew,-4.6388098944,-2.37171258286
527,cley,1.79195551225,1.24016361408
528,disaster,2.58188506283,-0.849087499219
529,fair,1.33301348596,2.96966912383
530,consummation,4.28834000612,-0.419757830756
531,deemed,5.19919075762,-0.133870072096
532,beastling,5.17708368105,-0.505848429764
533,unexpectedly,3.59372517256,-0.620575259529
534,bled,2.62353881803,0.196178069768
535,pads,-0.886552119621,-2.36464078191
536,fisherfolk,2.90546879348,-4.71136168359
537,keening,-1.68880484877,-4.22767193248
538,malegorn,0.976934444202,1.35575338586
539,silvergrey,-0.781527925468,-6.13851569947
540,fail,5.07378350082,3.27139326519
541,resigned,-0.653462760073,0.226034104789
542,hammer,-1.99440499818,-1.43295213039
543,best,5.32210178353,1.8347493205
544,pricking,-0.34914679594,-2.82730973873
545,ambitions,4.68543559462,-2.08850960691
546,lots,3.14120216933,-3.50538844742
547,rings,-2.76548853903,-2.38309468919
548,score,2.7321923049,-4.94164764793
549,pypar,1.7977999631,0.0205669465355
550,scorn,-0.00562042290453,-0.0962284461941
551,ember,-0.151886312462,-4.5752934163
552,biters,-1.51168278548,-3.36333105523
553,ire,3.33798076671,-1.84858403789
554,preserve,6.2303180279,-0.541705617598
555,claws,-2.47853399566,-4.62006848103
556,never,2.56674010422,3.98553141669
557,khaleesi,4.37401841642,1.7622551552
558,extend,4.14534297809,-1.7204981847
559,nature,5.14383482135,1.50868378611
560,rolled,-4.5225870827,0.108341231646
561,smelled,-3.16543069831,-5.439089344
562,lapping,-2.89532382802,-4.58708007399
563,twinkling,1.72656176631,-0.324134227686
564,longlost,2.91617080418,-0.702184422348
565,horseflesh,-1.9203934079,-5.19413194483
566,conflagration,0.980769082696,-1.42400947162
567,wheelbarrow,0.126239028909,-4.30393119604
568,debt,5.32173268379,2.34203956485
569,bladders,2.16347460573,-3.73266656251
570,pity,0.895539001747,3.179686434
571,accident,3.12146287103,-1.82910054717
572,weirwood,-4.71642552846,-2.7431696138
573,disdain,0.0551585883319,0.424242435583
574,corrupted,2.05726549675,-1.09363210331
575,country,3.54528622699,-3.81259514168
576,pits,3.95888878881,-4.11668091286
577,adventures,3.57885647953,-2.61321399757
578,incense,-2.37593934361,-5.80411343025
579,cedra,0.712274918799,0.201407044579
580,estates,1.79956910958,-4.69100995733
581,planned,4.77477997728,2.05959173112
582,hated,0.918093840014,3.75979373131
583,argue,5.64533061295,0.872049659562
584,asked,1.66801662829,4.17671782942
585,fearlessly,3.87825490303,-2.23797840819
586,nanny,1.22336860556,-1.81269884424
587,mortified,3.24957749279,-0.0879000491766
588,vain,3.95974920402,0.551198822812
589,fondled,1.20828254963,-0.147829493351
590,unprotected,-1.11760699083,-2.34855574054
591,gleaming,-2.74263551685,-2.77543029647
592,dens,-0.0229569041166,-4.93456962901
593,vair,-2.52425628438,-3.44017802119
594,humming,-1.78078762985,-2.58110558787
595,snag,0.0941334920902,-1.96303641166
596,grazing,0.441213290262,-3.84474195061
597,arstan,0.395556755776,2.41931481636
598,ease,-1.30987480007,1.48616675428
599,rangers,-0.0973121684703,0.949123602909
600,union,6.29217352989,-0.376847046893
601,trapdoor,-1.32976034092,-3.21217265351
602,slay,5.65638611821,2.55765002817
603,mummery,0.526097870387,0.517962264313
604,muck,-0.81353023675,-3.1663545521
605,much,2.20325286123,3.32019834513
606,chucked,0.963010092483,-2.71234149566
607,wyman,0.723953746214,2.41151487722
608,privilege,4.29146039927,-2.25196567473
609,tyr,1.15709546326,-0.580200258996
610,fry,0.6050447026,-1.67612102204
611,tallest,-4.25862282542,-4.28549263624
612,overproud,3.05237695633,-0.916689251663
613,life,4.25224441369,3.20096102243
614,draperies,-2.56368543306,-3.1270262617
615,spit,-2.45512696723,0.181689180492
616,eastern,-4.77129431786,-3.77880599612
617,jeor,3.82726898119,-1.70681257499
618,freehold,3.3420338136,-3.99151716949
619,athwart,1.19171437995,-3.87889456416
620,facetoface,-1.00715749359,-1.54451979432
621,joust,5.07695027614,2.75521601774
622,lift,-1.50554509324,3.13290963383
623,direwolf,-1.51357944464,2.32896638549
624,doubts,3.76064849981,1.81404422218
625,cregan,3.53376678649,-0.509950616896
626,undergaolers,3.218898574,-2.758922491
627,worked,0.302588580803,-6.07389521339
628,spin,-1.22443532395,-1.64484043194
629,cunt,5.75968130883,1.06099662987
630,chill,-3.20769573878,-0.534820885066
631,tottered,-1.79229533866,-1.04882709819
632,impoverished,3.47109306876,-2.966726789
633,contemplated,1.11839647547,-2.13440965852
634,raymuns,2.56691166284,-1.38981076146
635,scowled,-2.60184307312,1.19111796495
636,illyrios,4.06867170324,-3.52271177749
637,hazkar,1.88052202318,-4.48302552677
638,mates,1.85867244664,-3.87830040741
639,proudest,3.38200060275,-2.32507757275
640,hates,3.82522923478,1.85295429188
641,flooding,-1.08998395488,-3.16409057979
642,skirts,-3.92210051209,-1.09061238804
643,raymund,1.59599539163,0.0913140886447
644,levies,1.97476704238,2.25936294662
645,selfstyled,3.79768470769,-2.38898630857
646,merlyns,-0.18071531353,-4.48903953193
647,played,2.61908621043,2.32880271573
648,hunkered,-0.605725961572,-2.60945001648
649,swordpoint,-1.47195044014,-0.893742501166
650,taunts,-0.37875760862,-2.59152626186
651,eighteen,0.291569162712,3.31944053564
652,specter,0.55104151159,-3.00711282396
653,trusted,3.90501424302,2.99750351531
654,hone,1.62655837601,-3.43166328859
655,buckles,-0.763331105933,-4.91425964085
656,arse,-2.2799952901,0.70051252638
657,wendel,0.9530123626,2.01887058303
658,things,4.18622432873,1.40126596076
659,potshop,0.200382355051,-1.75575399767
660,menatarms,3.10508371647,-5.07715967599
661,moqorros,0.00915332433305,-3.77770995728
662,rebellion,1.91379754529,2.76480827683
